Date,Close,High,Low,Open,Volume
2020-01-02,17.348941802978516,17.384275765847757,17.257073771245043,17.271207628119296,2826418
2020-01-03,17.476144790649414,17.624546888142856,17.44787707749221,17.46201093407081,3430463
2020-01-06,17.40547752380371,17.447879098450823,17.250009159329704,17.38427741579661,3596136
2020-01-07,17.631614685058594,17.68814875770358,17.50441268194916,17.52561278936192,4055519
2020-01-08,17.568012237548828,17.666947879334824,17.363076063324716,17.631613915644515,5039571
2020-01-09,17.589214324951172,17.758817913218714,17.546814107200774,17.666949869004203,6198764
2020-01-10,17.75174903869629,17.78708436247929,17.66694860924228,17.730548931332788,3493522
2020-01-13,17.674015045166016,17.751749225862742,17.582147006533642,17.695215152753043,2842948
2020-01-14,17.808284759521484,17.829484867229837,17.723482970055173,17.751749327455347,4095649
2020-01-15,17.84361457824707,17.871882289862832,17.794148120868513,17.815348225263993,4717067
2020-01-16,17.96375274658203,17.99908671156887,17.87188470934282,17.949618888860723,4841645
2020-01-17,17.96375274658203,18.14395637560478,17.96375274658203,18.083888499263864,4749206
2020-01-20,18.01321792602539,18.098019701276545,17.93548375791422,17.984950214730784,4864700
2020-01-21,18.02735137939453,18.04148523472644,17.921349502354172,18.02028377241226,4230790
2020-01-22,18.17575454711914,18.239354861954514,17.984950885347587,18.02028484646703,5943432
2020-01-23,18.19695281982422,18.232286777385912,18.14041875945203,18.189886571764916,3929701
2020-01-24,18.302955627441406,18.394823650067995,18.218153853235076,18.26762166807482,5421081
2020-01-28,17.992019653320312,18.090953935656852,17.907217869436987,18.090953935656852,5953343
2020-01-29,18.2252254486084,18.281759524240048,18.090955830179404,18.21109159004225,6004981
2020-01-30,18.25349235534668,18.260558605525514,18.147491809499233,18.246426105167846,6438573
2020-01-31,18.19695281982422,18.366555000940792,18.15455125557064,18.3312210433791,7969218
2020-02-03,17.871883392333984,17.928417460420267,17.751747648505155,17.84361567897446,5893195
2020-02-04,18.14042091369629,18.218155086110208,17.970818712438806,17.984951210235707,6883682
2020-02-05,18.246423721313477,18.30295779125706,18.112154116393754,18.288823934112962,4664012
2020-02-06,18.45136070251465,18.472560809842562,18.320624895815353,18.33122494947931,6802059
2020-02-07,18.394826889038086,18.500828785802703,18.267624884647123,18.479628678176358,5400660
2020-02-10,18.33829116821289,18.437225447791345,18.235821726170478,18.430159198761732,3294034
2020-02-11,18.46549415588379,18.511428173632602,18.401892476660052,18.423092583523683,4252301
2020-02-12,18.613895416259766,18.64216312988128,18.423091745896507,18.550295098560532,9538853
2020-02-13,18.6774959564209,18.836499469828382,18.62096324577009,18.726963776531353,5851567
2020-02-14,18.804702758789062,18.840035369766508,18.635099161205506,18.663366880347112,6743117
2020-02-17,18.783498764038086,18.86830055142539,18.663364370425004,18.818834087529584,3235603
2020-02-18,18.83296775817871,18.847101616728015,18.762299824065135,18.83296775817871,5030241
2020-02-19,18.91069984436035,18.988434019808537,18.776431599619595,18.90363359518608,8273295
2020-02-20,19.101505279541016,19.122705387652786,18.903635339442967,19.009637238634735,8196236
2020-02-21,19.249908447265625,19.285242415594436,19.05203849635088,19.101506323737816,5468545
2020-02-24,18.960166931152344,19.073235065364326,18.84003118940665,19.03790110359399,5206330
2020-02-25,18.790563583374023,18.829429987907133,18.51495951356035,18.606827536831574,8173386
2020-02-26,18.423091888427734,18.56442909899598,18.225223326077447,18.38775928407666,9379684
2020-02-27,18.041486740112305,18.472559173959517,17.99908517057858,18.302956971722878,8991553
2020-02-28,17.546812057495117,17.74468198160471,17.334808276242093,17.73761437371659,14645009
2020-03-02,17.200542449951172,17.27121038697797,16.833070264318216,17.25001027759653,9327840
2020-03-03,16.960269927978516,17.638680127299217,16.960269927978516,17.426676345609643,9294200
2020-03-04,16.401992797851562,16.755331046927967,16.30305716423993,16.69879698142105,9850965
2020-03-05,16.423192977905273,16.74826487503537,16.324258702472626,16.74826487503537,9747763
2020-03-06,15.64584732055664,16.182922987559678,15.638781071766886,16.119322672553718,9726991
2020-03-09,14.324358940124512,15.179440217668853,14.324358940124512,14.663564680033314,13465158
2020-03-10,14.932103157043457,14.96390331444193,13.695415877242672,13.780217655604655,19388113
2020-03-11,14.105292320251465,15.031041739104747,14.105292320251465,14.91090597608647,14572324
2020-03-12,12.903939247131348,14.04169103814619,12.903939247131348,13.850887352048655,19549243
2020-03-13,13.285543441772461,13.426879284919204,11.35631285112772,11.872187727570438,32084357
2020-03-16,11.624850273132324,12.706067868057534,11.624850273132324,12.338595754213438,20936666
2020-03-17,13.002873420715332,13.06647373645142,11.342179262531513,11.356313118906,21967784
2020-03-18,11.744986534118652,12.896872103242684,11.61071693060305,12.776736356723378,18737224
2020-03-19,10.60016918182373,12.614201122575308,10.60016918182373,12.112459360126126,28576705
2020-03-20,11.320980072021484,11.70258675248641,10.974708035347817,11.236178285555313,22600072
2020-03-23,9.964158058166504,10.889906004550665,9.964158058166504,10.564834082128794,19117846
2020-03-24,10.494168281555176,10.494168281555176,10.0418936199052,10.246831180981605,16467908
2020-03-25,11.709654808044434,11.78738899842578,11.03831073810623,11.306847958491595,17853055
2020-03-26,11.801520347595215,12.006457873016116,11.40578051207603,11.985256408664956,12472420
2020-03-27,10.932307243347168,12.274995188558375,10.932307243347168,12.15486079513778,20854960
2020-03-30,11.858055114746094,11.858055114746094,10.882839325149677,10.932307147163861,10198683
2020-03-31,11.985257148742676,12.73433665459918,11.730853147147258,12.204327185748015,18796641
2020-04-01,12.048857688903809,12.458730009024475,11.70965193264696,12.317395522664118,10682710
2020-04-02,11.412847518920898,11.653117635468524,11.278578604701297,11.624849923576946,14878146
2020-04-03,11.15844440460205,11.610717667439541,11.066576366245226,11.589518918548986,11607982
2020-04-06,11.68845272064209,11.75912064853778,11.27151276123722,11.384581581733606,10824799
2020-04-07,11.532981872558594,12.183125658310576,11.405779886591148,11.956989398205206,11094564
2020-04-08,10.96764087677002,11.412848548097335,10.868706593493293,11.271512693159595,16504693
2020-04-09,11.68845272064209,11.68845272064209,11.165510869393685,11.377514653080754,11935136
2020-04-14,11.858055114746094,11.865121364191184,11.363380970502794,11.660185185322204,9911156
2020-04-15,11.907523155212402,11.964057227708837,11.667253007444339,11.872189190073023,8234391
2020-04-16,11.716719627380371,11.744987343320538,11.448181760480344,11.575385123578206,9955111
2020-04-17,11.702587127685547,12.034725317491464,11.702587127685547,11.900457063362,7985013
2020-04-20,11.412847518920898,11.815653582263355,11.412847518920898,11.702585451962436,8010008
2020-04-21,11.165510177612305,11.497648331237503,11.165510177612305,11.40578030239154,9223323
2020-04-22,11.320980072021484,11.412848787245908,10.92524021335648,11.024175857339154,8825890
2020-04-23,11.313911437988281,11.547115296646261,11.193776384470903,11.504715089120317,7034594
2020-04-24,11.320980072021484,11.497649215079232,11.200845000396901,11.229112036113484,7909314
2020-04-27,11.05950927734375,11.193778208121946,10.84750616722626,11.080709384560569,12906422
2020-04-28,11.094842910766602,11.405780977466677,10.981774090583402,11.059508946916628,12069269
2020-04-29,11.773252487182617,11.776786290969138,11.214978061916984,11.271512129337577,10925298
2020-04-30,11.942856788635254,11.946389234008066,11.469382755824741,11.77325321722387,21560771
2020-05-01,11.13017749786377,11.667252522908269,11.13017749786377,11.653118665712917,15997558
2020-05-04,11.412847518920898,11.462313976782115,10.97470681571397,11.038307808837324,11833271
2020-05-05,11.624850273132324,11.631917880634088,11.441114216210275,11.497648283060695,7307110
2020-05-06,11.44818115234375,11.554183043539135,11.349246869074415,11.547116794245904,6541049
2020-05-07,11.200844764709473,11.37751458336617,11.200844764709473,11.34217994031842,8354142
2020-05-08,11.116044044494629,11.46938301473416,11.116044044494629,11.426981441607724,13761142
2020-05-11,11.172577857971191,11.335113821276481,11.15844400058968,11.200844893417797,9335794
2020-05-12,10.953508377075195,11.17964535138747,10.925240660884265,11.137243777101075,11821022
2020-05-13,10.9959077835083,10.9959077835083,10.741503791043867,10.847505681009514,7300580
2020-05-14,10.706170082092285,10.840438322206422,10.706170082092285,10.805104360287004,7524996
2020-05-15,10.911107063293457,10.974708063648885,10.755638026793125,10.868706849267456,5742052
2020-05-18,10.692036628723145,11.024175475698579,10.649635736957915,11.01004161867137,7864435
2020-05-19,10.911107063293457,11.236178314530648,10.87223997399748,11.002975099438363,11313128
2020-05-20,10.960575103759766,10.97470828227784,10.734437454306178,10.741504383223434,5179305
2020-05-21,10.875772476196289,11.137242712111448,10.847505442024824,11.137242712111448,4996676
2020-05-22,10.76270580291748,11.031243003717654,10.76270580291748,10.882840204993617,5507271
2020-05-25,11.017108917236328,11.024175845987303,10.84043909504408,10.88283930891708,5511763
2020-05-26,11.67431926727295,11.67431926727295,11.038309252838348,11.080709467589696,16275872
2020-05-27,12.677802085876465,12.939272326684332,11.872188539991058,11.893388646187264,32053089
2020-05-28,13.243144035339355,13.603549913765306,13.080608077591041,13.221942570675534,18744262
2020-05-29,12.642467498779297,13.080608939706405,12.642467498779297,13.073541331475056,19639584
2020-06-01,12.755537986755371,12.875672390993879,12.303264011742618,12.522334069788938,8088488
2020-06-02,12.734336853027344,12.939273035663426,12.600067242039701,12.776737067742982,9887018
2020-06-03,13.370345115661621,13.405680438397498,12.92513879832267,13.045274547999586,13466552
2020-06-04,13.57528305053711,13.985156774471577,13.377413117461801,13.815553198331099,18423303
2020-06-05,13.971019744873047,14.041687659115828,13.63181402823421,13.709548190448244,12726686
2020-06-09,14.840237617492676,14.99217353981932,14.536365772839392,14.571699739860307,17480168
2020-06-10,14.670634269714355,14.734235954834277,14.246628017235768,14.486898181685868,10606816
2020-06-11,13.759018898010254,14.345562437948852,13.68835096889397,14.20422522108343,15380896
2020-06-12,13.370345115661621,13.455146901235493,12.953405154425406,13.108874868205364,15324036
2020-06-15,13.009940147399902,13.57528219544797,13.009940147399902,13.377412274836228,10756164
