Date,Close,High,Low,Open,Volume
2020-01-02,110.17195892333984,110.6926533281934,109.64324593710724,109.90760243022353,324707
2020-01-03,110.84484100341797,112.35887359165874,110.84484100341797,111.95032938397144,475051
2020-01-06,110.25205993652344,110.4282975802823,109.52307806674318,109.98770347088512,465385
2020-01-07,111.75806427001953,112.0704832978295,111.01306975118227,111.42963252941051,685484
2020-01-08,110.948974609375,111.98235679240327,109.49101109743549,111.718012591481,819707
2020-01-09,111.45366668701172,112.30280497809467,111.30946670399932,111.84618595924147,650919
2020-01-10,112.43097686767578,112.70333966595226,111.89424540405848,112.03844538302212,755233
2020-01-13,111.75005340576172,111.95032231867528,111.10118408367292,111.54978449284818,586634
2020-01-14,113.05581665039062,113.21602934456492,112.23070966312024,112.23070966312024,739250
2020-01-15,113.36022186279297,113.48839691289307,112.6712962478119,113.3522155059538,598295
2020-01-16,114.93031311035156,114.93831946561932,113.53643721684374,113.8969187789831,699778
2020-01-17,115.467041015625,116.52446671627641,115.467041015625,115.88360376649774,599485
2020-01-20,116.13996124267578,116.6126052348848,115.77147323509485,116.06786735729423,541545
2020-01-21,115.36290740966797,116.38027697346473,115.0264570817432,116.17200169144802,616415
2020-01-22,116.84490203857422,117.46974010641858,114.9623692550398,115.0344753578258,615007
2020-01-23,116.15596771240234,117.10123109963627,116.15596771240234,117.03715580511549,756611
2020-01-24,116.84490203857422,117.62995280165775,116.81286438890443,117.34958364085048,576151
2020-01-28,114.56183624267578,114.92233010149245,113.73672921508042,114.47371742305658,1065153
2020-01-29,115.83554077148438,115.8515534831748,114.68999626652851,114.99440891686325,950470
2020-01-30,116.73274993896484,116.93301886046,115.32286113207921,115.54716134627817,1164079
2020-01-31,115.97171783447266,116.99709362282803,115.97171783447266,116.95703739820843,2035680
2020-02-03,113.63257598876953,113.752732436473,112.49104084181346,113.752732436473,1079923
2020-02-04,114.58586120605469,114.70602989350293,113.76476351399405,113.872904331597,534519
2020-02-05,115.89160919189453,116.24408442261502,115.41097115100256,116.14795925912543,711975
2020-02-06,117.53382110595703,117.53382110595703,116.23608245606685,116.23608245606685,721965
2020-02-07,117.7260971069336,117.7260971069336,116.62861502207122,117.53383452729555,757347
2020-02-10,117.22941589355469,118.19872287622272,116.90097192043662,118.0545228929375,607588
2020-02-11,116.58055114746094,116.94905136517549,115.8916255239956,116.15598198429058,697260
2020-02-12,118.7674789428711,119.28016690219796,118.09457828815056,118.63129754061421,1097617
2020-02-13,119.6086196899414,119.7448011022369,118.35093710377357,118.71942510799761,780771
2020-02-14,119.02381896972656,119.60059440312838,118.96773780818611,119.14397542525023,700135
2020-02-17,119.13597869873047,119.41636008220681,118.34290935784075,118.55920321870978,382244
2020-02-18,119.47242736816406,119.58457747531044,118.71140791085327,119.04785823229241,491199
2020-02-19,120.78619384765625,120.81824372099237,119.01582338435988,119.16001114403677,593559
2020-02-20,121.5792465209961,122.04387183308236,120.46575193246912,121.33091504220457,762828
2020-02-21,121.23479461669922,121.56323859033952,120.73012523301158,120.95442545319392,687465
2020-02-24,116.7087173461914,119.58457609319943,116.53247971936327,119.49645727978536,1047587
2020-02-25,115.95570373535156,116.6366229471823,112.95967631611896,113.4403266095812,1269473
2020-02-26,113.18396759033203,114.54580590646901,112.76741707389469,114.26542455351287,1272973
2020-02-27,111.68597412109375,113.39226929641953,111.34952378940682,112.1746307935678,1344408
2020-02-28,108.00902557373047,109.51505162660311,107.11983116089836,108.14520696012627,3936105
2020-03-02,107.34415435791016,107.94496119200294,104.54038913214384,106.42292210167976,1893205
2020-03-03,108.91425323486328,111.3495178880562,108.91425323486328,110.55644857603933,1269326
2020-03-04,106.49501037597656,108.45764348589516,106.49501037597656,108.06511197453317,1487104
2020-03-05,110.17195892333984,110.19599022058247,108.73001997154512,108.94631387017613,1342351
2020-03-06,105.68592071533203,108.89824238352954,105.51770164836957,108.29743555462831,1205177
2020-03-09,97.3306884765625,100.23058444044625,95.09568674850887,96.12907503858024,2438466
2020-03-10,101.3761215209961,101.3761215209961,92.66041491846109,92.78858995048515,2376949
2020-03-11,96.85005187988281,103.282682563486,96.85005187988281,102.41752546554858,1729888
2020-03-12,89.54425048828125,96.66581374539936,89.54425048828125,93.40543553694953,2695345
2020-03-13,93.30931091308594,93.30931091308594,79.80317257511459,82.82322562088258,3617201
2020-03-16,82.1102523803711,88.51885744420494,82.1102523803711,88.51885744420494,2686369
2020-03-17,83.70439147949219,85.07423008340226,77.52008659279497,78.72971251422233,3250118
2020-03-18,72.93795013427734,84.1129545019962,71.53606755924407,83.8245667404801,3678861
2020-03-19,63.525306701660156,75.90993653335775,61.963205388963324,73.01805271065366,5097253
2020-03-20,68.13949584960938,74.74036389825282,65.64814997888612,68.09143326423286,3261091
2020-03-23,57.693477630615234,63.37310834921677,56.43578884284251,63.284989520440305,3894390
2020-03-24,64.00594329833984,64.00594329833984,58.150076356692736,59.664114902175704,3063123
2020-03-25,67.70691680908203,72.48933981020059,64.72692028020485,72.09681442074776,3522488
2020-03-26,68.21160125732422,69.49332123352299,66.76164999550043,68.8925144217058,2571100
2020-03-27,64.09407043457031,72.09681521179746,64.08605796604219,71.6962773495097,4053955
2020-03-30,68.61213684082031,68.68423072220405,64.13412037484032,64.14213284334609,2767649
2020-03-31,68.6922378540039,73.67492943773259,68.1555186285469,73.21831655594163,2756293
2020-04-01,71.5680923461914,72.49734299108486,69.93390347365792,71.21562323237139,1731573
2020-04-02,70.54273986816406,71.27172185084632,67.31440505736876,69.29306345410754,1727981
2020-04-03,67.53069305419922,73.36252395814118,66.27300428019923,71.29574690683722,2089398
2020-04-06,73.69895935058594,73.77906569275302,68.49196765733802,68.54003024029385,1553767
2020-04-07,74.05943298339844,77.62422288791092,72.433250576536,76.1822844370508,1652130
2020-04-08,74.41191864013672,76.66293932140462,70.59879673233822,71.85648529218246,2098452
2020-04-09,79.70703125,79.70703125,76.23837204135242,76.90326633165829,1706318
2020-04-14,81.55750274658203,81.70970906235107,77.58416860793704,79.78712645030436,2214582
2020-04-15,80.87660217285156,84.29719884432393,80.1396139935303,82.39864722960466,1937178
2020-04-16,79.3064956665039,80.12359020542506,77.8004755247743,78.7617639366489,2289965
2020-04-17,80.43601989746094,83.03150364542381,80.1235947286555,81.5495147135697,1727282
2020-04-20,80.24375915527344,82.67101778291759,80.18768409532441,80.42800927323346,1444536
2020-04-21,78.82584381103516,80.90062677481414,78.58551867552714,80.0114323298454,1262996
2020-04-22,78.42530059814453,78.93798848102,76.2784177967079,78.08885032095532,1530439
2020-04-23,77.67230224609375,79.35456006105272,76.66294511242924,79.2263911220207,1458678
2020-04-24,76.11019897460938,77.43197501523072,76.11019897460938,76.6389057238246,2468855
2020-04-27,79.3064956665039,79.46670836457545,75.97401776345626,76.3024617397424,1285151
2020-04-28,78.2971420288086,80.50010033948232,77.60021003838904,79.46671188943226,1117808
2020-04-29,80.18767547607422,80.18767547607422,78.50541774670364,78.51343021489886,875837
2020-04-30,82.23844146728516,83.08757982758361,80.98875911033443,82.4627417049698,2025411
2020-05-01,77.64025115966797,80.89262248096631,77.64025115966797,80.89262248096631,1602078
2020-05-04,77.88858795166016,78.39326340972853,74.99670437316531,76.903262215368,2114362
2020-05-05,80.29981994628906,80.57218884030208,78.5294435262317,78.5294435262317,1340239
2020-05-06,79.66697692871094,80.41999005199357,78.84988239352633,80.26778371131576,868205
2020-05-07,79.74708557128906,80.54014877507797,78.4333219584928,79.2263851622817,934125
2020-05-08,84.26515197753906,85.07423400662654,78.50541593435892,78.94600999908764,2234281
2020-05-11,89.35197448730469,90.08095011605928,85.4747653475017,85.62697166951808,2261961
2020-05-12,85.72311401367188,88.16639127853517,85.23445733835467,87.55757813528972,1871019
2020-05-13,85.2264404296875,85.2985404184108,81.78982505636257,83.6403140184436,1992208
2020-05-14,82.63896942138672,84.4654209793011,82.59090072499998,82.67100707001472,1515164
2020-05-15,84.17703247070312,85.1783770534483,83.56020078516761,84.2811701070886,1301349
2020-05-18,83.29678344726562,84.58454346974682,82.7670143430168,83.36198790319258,2015816
2020-05-19,86.23908996582031,86.64660859333972,84.68237204218137,84.93503160140637,2367653
2020-05-20,85.30178833007812,85.6277982048856,83.6717140830817,84.66605415042811,1225640
2020-05-21,84.73126220703125,86.91556203939523,84.73126220703125,86.53249358018273,1133071
2020-05-22,83.63910675048828,85.57889274753285,83.50054572208272,84.76385567374682,1055429
2020-05-25,86.5324935913086,86.5324935913086,84.35634587135274,84.36449798404173,1534646
2020-05-26,88.60269165039062,88.60269165039062,86.19018232856479,86.64660116240636,1580257
2020-05-27,90.4283676147461,92.46596045165556,87.23342353884962,88.39077477783663,2494714
2020-05-28,91.86282348632812,93.9085681856785,91.4227027411548,92.78381309748917,1658096
2020-05-29,89.629638671875,91.17821054011353,89.52367985999248,90.51802620333218,2737262
2020-06-01,90.0534439086914,90.54246490587872,87.36382531504152,88.68418138562333,1092962
2020-06-02,92.35185241699219,92.64526627237615,90.47727080563867,91.12115086505128,1264081
2020-06-03,94.62581634521484,94.89478010980892,93.18320325753439,93.29730796647,1397108
