Company,Sector,Market Cap,P/E Ratio,EPS,Revenue,Profit Margin,Return on Equity,Debt to Equity,Dividend Yield,52 Week High,52 Week Low
Apple Inc.,Technology,4479496749056,36.968483,8.25,451442016256,0.27152002,1.4147099,79.548,0.36,305.539,193.46
