var_95_pct,var_95_dollar,var_99_pct,var_99_dollar,cvar_95_pct,cvar_95_dollar,max_drawdown,total_return,current_value
-1.808875516759513,1808.875516759513,-3.3021895580730996,3302.1895580730993,-2.9769134286588743,2976.913428658874,-28.00498412452711,273.71082022671754,373710.82022671757
