Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.33390045166016,72.39410845813738,71.09120631601701,71.3440770033773,135480400
2020-01-03,71.63064575195312,72.38926493117573,71.40667380039741,71.56321309934685,146322800
2020-01-06,72.20142364501953,72.23995764322866,70.5035611498287,70.75402846338375,118387200
2020-01-07,71.86184692382812,72.46633010238772,71.64268897397623,72.21104883104543,108872000
2020-01-08,73.0178451538086,73.31888511458335,71.56562867701548,71.56562867701548,132079200
2020-01-09,74.56880950927734,74.76147215954668,73.74275755557424,73.9932175310026,170108400
2020-01-10,74.73738098144531,75.3009342510977,74.23645372460896,74.80241031619431,140644800
2020-01-13,76.3340835571289,76.36057889021191,74.93485068528152,75.05286332420356,121532000
2020-01-14,75.30331420898438,76.48098568839895,75.18049494182533,76.2714631183451,161954400
2020-01-15,74.9805908203125,75.98245224534158,74.54949973066661,75.10341742145754,121923600
2020-01-16,75.91985321044922,76.03064118697364,75.16123412136378,75.52248200660513,108829200
2020-01-17,76.76036834716797,76.76277166888072,75.86206254796348,76.16791647174253,137816400
2020-01-21,76.24015808105469,76.83019183971173,76.1028821310267,76.38947268651397,110843200
2020-01-22,76.5123062133789,77.06380603496487,76.4183782339569,76.72423213565071,101832400
2020-01-23,76.88077545166016,76.96024675038308,76.01859307367198,76.56528622859716,104472000
2020-01-24,76.65923309326172,77.86820708363678,76.46897375596369,77.12644775977525,146537600
2020-01-27,74.40501403808594,75.08415437016195,73.4248264992336,74.67233390344245,161940000
2020-01-28,76.50990295410156,76.68089158109271,75.18532722614749,75.28406920782065,162234000
2020-01-29,78.11144256591797,78.95676515736241,77.39858197163568,78.13793790519387,216229200
2020-01-30,77.99823760986328,78.05122092954578,76.76517927864235,77.19627050016777,126743200
2020-01-31,74.5398941040039,77.71164655303768,74.24607885109228,77.29019066933044,199588400
2020-02-03,74.3351821899414,75.49839714349714,72.78422401879573,73.2851511845041,173788400
2020-02-04,76.78926849365234,76.97952779146334,75.53212542449515,75.93672133535755,136616400
2020-02-05,77.41542053222656,78.21257356762338,76.81334075627086,77.91393700101683,118826800
2020-02-06,78.32096099853516,78.32337167005116,77.12884718583062,77.6851684350144,105425600
2020-02-07,77.25636291503906,78.06989154294402,76.76631409771366,77.82124622907054,117684000
2020-02-10,77.623291015625,77.623291015625,75.7644885208781,75.8441484328751,109348800
2020-02-11,77.15496826171875,78.19059132825674,76.93770658748598,78.11817322586252,94323200
2020-02-12,78.98722839355469,78.9920538114317,77.60398368209574,77.60398368209574,113730400
2020-02-13,78.42476654052734,78.75066279160559,78.0578358133656,78.26061390209061,94747600
2020-02-14,78.4440689086914,78.69271421468866,77.93712009409066,78.3933688702963,80113600
2020-02-18,77.00770568847656,77.18875828805763,75.94794093607852,76.12899353565957,152531200
2020-02-19,78.1230239868164,78.3523603305451,77.24914422153864,77.24914422153864,93984000
2020-02-20,77.32154846191406,78.37165530100644,76.81701596336808,77.8840228178166,100566000
2020-02-21,75.57137298583984,77.35776502195542,74.95579692410486,76.91599243144344,129554000
2020-02-24,71.98170471191406,73.43012593023869,69.82114748147725,71.75961758398634,222195200
2020-02-25,69.54349517822266,73.03177760353739,69.07276292142255,72.65036343493304,230673600
2020-02-26,70.6467514038086,71.9092946933909,69.16212096129591,69.16936277352076,198054800
2020-02-27,66.02867126464844,69.0413890764873,65.89348591735909,67.85851360418104,320605600
2020-02-28,65.99007415771484,67.20916656577968,61.88862999768775,62.10348270400579,426510000
2020-03-02,72.1337661743164,72.76865844299596,67.04256816593558,68.14336733709636,341397200
2020-03-03,69.84286499023438,73.3866667341741,68.99311992366323,73.30700681770827,319475600
2020-03-04,73.08247375488281,73.24180090646557,70.76259027435336,71.561635057031,219178400
2020-03-05,70.7119140625,72.31241302487865,70.34739243241086,71.33955724756618,187572800
2020-03-06,69.77286529541016,70.20497969740977,67.88992061879122,68.07579869358199,226176800
2020-03-09,64.2543716430664,67.13189718407227,63.489119320777824,63.670171942415024,286744800
2020-03-10,68.8820571899414,69.14760244929552,65.02684393022976,66.90255338767554,285290000
2020-03-11,66.48976135253906,67.88748961967876,65.627949126833,66.96291749628936,255598800
2020-03-12,59.923587799072266,65.17894285229022,59.86806602728879,61.78481034349421,418474000
2020-03-13,67.10292053222656,67.57366022928257,61.06300489011421,63.94536649521935,370732000
2020-03-16,58.4703369140625,62.54280864814437,57.93683361708763,58.40756965352153,322423600
2020-03-17,61.04129409790039,62.187957132183904,57.55059758461941,59.74978379495811,324056000
2020-03-18,59.54700469970703,60.350878847985236,57.24160039100893,57.88132191691277,300233600
2020-03-19,59.09075164794922,61.03646337436918,58.56690646649194,59.72081496454535,271857200
2020-03-20,55.33934783935547,60.792652825729554,55.04000612907548,59.670124174823826,401693200
2020-03-23,54.16370391845703,55.16070158535809,51.32479999006741,55.05931255400759,336752800
2020-03-24,59.59769058227539,59.79322680600636,56.56083445045727,57.05812501538411,287531200
2020-03-25,59.269386291503906,62.34245170831376,58.97487373705756,60.53192552123785,303602000
2020-03-26,62.388328552246094,62.44626304168301,59.47217348326275,59.510798931904375,252087200
2020-03-27,59.8053092956543,61.76791740598874,59.638740277699725,61.014739603264104,204216800
2020-03-30,61.51202392578125,61.683422027854625,60.206030134757754,60.529513617295876,167976400
2020-03-31,61.38648986816406,63.365997685508034,60.833677514674484,61.702731524008335,197002000
2020-04-01,58.15652084350586,60.04188167908633,57.726822887688364,59.50596558883749,176218400
2020-04-02,59.1269645690918,59.18007364013517,57.1884945265853,58.018923255417455,165934000
2020-04-03,58.27721405029297,59.3128333420279,57.688188979235456,58.61276473473643,129880000
2020-04-06,63.36117172241211,63.51566611882468,60.20120105165565,60.568131689303875,201820400
2020-04-07,62.62731170654297,65.58933753055518,62.52350996388426,65.37206847487805,202887200
2020-04-08,64.23021697998047,64.54403851459621,63.06182517929843,63.42633937506472,168895200
2020-04-09,64.69371795654297,65.19584133375365,63.899505790640596,64.86511973614601,161834800
2020-04-13,65.96350860595703,66.07214313145124,64.17229133387406,64.77097468626023,131022800
2020-04-14,69.29487609863281,69.58456326372355,67.12224446160415,67.59298426311395,194994800
2020-04-15,68.66239929199219,69.12106449233013,67.7450688913163,68.17235045630129,131154400
2020-04-16,69.20799255371094,69.57251431493546,68.1603019063984,69.37456161234648,157125200
2020-04-17,68.26892852783203,69.27075926454268,66.83499069320814,68.7251848238726,215250000
2020-04-20,66.85188293457031,67.99854979022932,66.83257389218826,67.09811926901436,130015200
2020-04-21,64.78547668457031,66.92914162387588,64.0757495798799,66.69497985985144,180991600
2020-04-22,66.65151977539062,67.08604320648949,65.7100474299754,66.05041994300701,116862400
2020-04-23,66.39320373535156,68.01543553598502,66.35457829164004,66.59598178954948,124814400
2020-04-24,68.30995178222656,68.31960998543786,66.86877252729914,66.91705617630512,126161200
2020-04-27,68.35823059082031,68.68895219864656,67.58091104598891,68.02750161594408,117087600
2020-04-28,67.25018310546875,69.00035846269303,67.15845596472252,68.81930583953189,112004800
2020-04-29,69.45903015136719,69.92735352024151,68.53204161617626,68.73481966758834,137280800
2020-04-30,70.92435455322266,71.10058178322025,69.60870972779222,69.99736587702316,183064000
2020-05-01,69.78251647949219,72.17965163700352,69.00519685948858,69.1017567929507,240616800
2020-05-04,70.7698745727539,70.89781817578982,69.11867496549594,69.80667664361658,133568000
2020-05-05,71.8320083618164,72.66243680032687,71.0836562103967,71.22849975051801,147751200
2020-05-06,72.57313537597656,73.20319497472518,72.14826285856589,72.53209353947886,142333600
2020-05-07,73.32389831542969,73.66911092684012,72.89661676334377,73.19837114485792,115215200
2020-05-08,75.06912994384766,75.1223827731926,73.65551811313698,73.98229650289032,133838400
2020-05-11,76.25038146972656,76.74417245398942,74.36959376483475,74.57776663572473,145946400
2020-05-12,75.37895202636719,77.38318317958411,75.25792355724299,76.93295343320654,162301200
2020-05-13,74.46883392333984,76.47791143801962,73.39410026175051,75.55809041384309,200622400
2020-05-14,74.92633819580078,74.98685245577319,72.98745894244641,73.70879158063562,158929200
2020-05-15,74.48334503173828,74.52933644505968,72.66791783323735,72.70180935336562,166348400
2020-05-18,76.23827362060547,76.61104348348049,75.11513293810333,75.80499689236754,135178400
2020-05-19,75.79772186279297,77.09998213452099,75.76625327530091,76.25520568719914,101729600
2020-05-20,77.2718505859375,77.34204178986873,76.61587086677298,76.65460086911052,111504800
2020-05-21,76.69574737548828,77.67365953830173,76.45852890117943,77.1338698714014,102688800
2020-05-22,77.18954467773438,77.27184315466477,76.33266100253039,76.43432078527125,81803200
2020-05-26,76.66671752929688,78.4845606060167,76.61104175906425,78.30544078691085,125522000
2020-05-27,77.00074005126953,77.1459757123096,75.7856167074525,76.52389490649263,112945200
2020-05-28,77.03463745117188,78.29091382648822,76.4004493161322,76.67639044487011,133560800
2020-05-29,76.95957946777344,77.73658013010277,76.6037554918858,77.27667344915052,153532400
2020-06-01,77.90604400634766,78.02707250180976,76.78289602270274,76.91360886615988,80791200
2020-06-02,78.2667236328125,78.29093081458433,77.19925118352937,77.63979677599443,87642800
2020-06-03,78.69754791259766,78.95897353375568,78.01494559700772,78.58620379313693,104491200
2020-06-04,78.0197982788086,78.81858326292213,77.64702850562604,78.52085794063949,87560400
2020-06-05,80.24188995361328,80.30240419943048,78.2400813612976,78.26912701737099,137250400
2020-06-08,80.71632385253906,80.75021537775042,79.23009773769596,79.93932296340279,95654400
2020-06-09,83.2651596069336,83.65729064511632,80.36532236126617,80.39679094356325,147712400
2020-06-10,85.40736389160156,85.87453198047866,83.77347966007517,84.21160210008814,166651600
